SEXO,DT_NASCIMENTO,NACIONALIDADE_ITEM,NACIONALIDADE,CIDADE_NATURAL,ESTADO_CIVIL,CRA,BAIRRO,CIDADE,ESTADO,FORMA_INGRESSO,FORMA_EVASAO,NUM_VERSAO,PERIODO_INGRESSO,DT_EVASAO,PERIODO_EVASAO,PERIODO_EVASAO_FORMATADO,ANO_PERIODO_EVASAO,PERIODO_INGRESSO_FORMATADO,ANO_PERIODO_INGRESSO,ZONA,IDADE_INGRESSO,IDADE_EVASAO,FORMA_INGRESSO_SIMPLES,FORMA_EVASAO_DETALHADA,STATUS_EVASAO,CRA_ARREDONDADO,TEMPO_CURSO,DISTANCIA_URCA
M,1991-03-03,1,Brasileira,,Solteiro(a),2.4536,ipanema,rio de janeiro,Rio de Janeiro,VE - Vestibular,JUB - Jubilamento,2008/1,1.0,2014-05-29,1.0,2014.1,2014.0,2009.1,2009.0,Zona Sul,17.0,22.0,Ampla Concorrencia,JUB - Jubilamento,Evasão,2.5,5.0,4.83
M,1993-03-03,1,Brasileira,RIO DE JANEIRO,Solteiro(a),7.042,vila isabel,rio de janeiro,Rio de Janeiro,EN - ENEM,CON - Curso concluído,2008/1,2.0,2018-03-23,2.0,2017.2,2017.0,2012.2,2012.0,Zona Norte,19.0,24.0,Ampla Concorrencia,CON - Curso concluído,Concluído,7.0,5.0,9.45
F,1980-04-03,1,Brasileira,RIO DE JANEIRO,Casado(a),10.0,flamengo,rio de janeiro,Rio de Janeiro,SISU Escola Publica - Indep. de Renda,Sem evasão,2023/2,2.0,,,,,2019.2,2019.0,Zona Sul,39.0,,Cotas,Sem evasão,Cursando,10.0,,2.33
F,1987-05-03,1,Brasileira,RIO DE JANEIRO,Solteiro(a),3.2857,tijuca,rio de janeiro,Rio de Janeiro,VE - Vestibular,ABA - Abandono do curso,2005/2,1.0,2010-03-05,1.0,2010.1,2010.0,2007.1,2007.0,Zona Norte,19.0,22.0,Ampla Concorrencia,ABA - Abandono do curso,Evasão,3.5,3.0,7.39
M,1990-05-03,1,Brasileira,RIO DE JANEIRO,Solteiro(a),5.1313,praça da bandeira,rio de janeiro,Rio de Janeiro,EN - ENEM,CON - Curso concluído,2008/1,2.0,2016-10-17,2.0,2016.2,2016.0,2008.2,2008.0,Zona Norte,18.0,26.0,Ampla Concorrencia,CON - Curso concluído,Concluído,5.0,8.0,6.64
M,1997-05-03,1,Brasileira,RIO DE JANEIRO,Solteiro(a),4.7445,taquara,rio de janeiro,Rio de Janeiro,SISU Escola Publica - Indep. de Renda,Sem evasão,2023/2,1.0,,,,,2017.1,2017.0,Zona Oeste,19.0,,Cotas,Sem evasão,Cursando,4.5,,22.51
M,2004-05-03,1,Brasileira,RIO DE JANEIRO,Solteiro(a),7.5055,copacabana,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,Sem evasão,2023/2,1.0,,,,,2023.1,2023.0,Zona Sul,18.0,,Ampla Concorrencia,Sem evasão,Cursando,7.5,,2.59
M,1979-06-03,1,Brasileira,RIO DE JANEIRO,Solteiro(a),0.0,recreio dos bandeirantes,rio de janeiro,Rio de Janeiro,VE - Vestibular,Não identificada (vide pasta do aluno),2000/2,2.0,2006-03-23,1.0,2006.1,2006.0,2005.2,2005.0,Zona Oeste,26.0,26.0,Ampla Concorrencia,Não identificada (vide pasta do aluno),Evasão,0.0,0.5,31.12
M,1980-06-03,1,Brasileira,RIO DE JANEIRO,Solteiro(a),8.1923,copacabana,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,ABA - Abandono do curso,2008/1,1.0,2018-10-18,2.0,2018.2,2018.0,2015.1,2015.0,Zona Sul,34.0,38.0,Ampla Concorrencia,ABA - Abandono do curso,Evasão,8.0,3.5,2.59
M,1992-06-03,1,Brasileira,RIO DE JANEIRO,Solteiro(a),0.0,botafogo,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,CAN - Cancelamento Geral do curso,2008/1,2.0,2014-10-07,2.0,2014.2,2014.0,2013.2,2013.0,Zona Sul,21.0,22.0,Ampla Concorrencia,CAN - Cancelamento Geral do curso,Evasão,0.0,1.0,1.37
M,1991-07-03,1,Brasileira,RIO DE JANEIRO,Solteiro(a),0.0,centro,rio de janeiro,Rio de Janeiro,EN - ENEM,JUB - Jubilamento,2008/1,1.0,2013-08-23,1.0,2013.1,2013.0,2012.1,2012.0,Centro,20.0,21.0,Ampla Concorrencia,JUB - Jubilamento,Evasão,0.0,1.0,23.57
M,1996-07-03,1,Brasileira,RIO DE JANEIRO,Solteiro(a),6.9661,ilha do governador,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,Sem evasão,2008/1,2.0,,,,,2018.2,2018.0,Zona Norte,21.0,,Ampla Concorrencia,Sem evasão,Cursando,7.0,,17.37
M,2003-07-03,1,Brasileira,RIO DE JANEIRO,Solteiro(a),6.7333,itapeba,marica,Rio de Janeiro,"SISU Escola Pública até 1,5 S.M Preto e Pardo",Sem evasão,2023/2,2.0,,,,,2022.2,2022.0,Região dos Lagos,18.0,,Cotas,Sem evasão,Cursando,6.5,,33.66
M,2005-07-03,1,Brasileira,RIO DE JANEIRO,Solteiro(a),8.128,flamengo,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,Sem evasão,2023/2,2.0,,,,,2023.2,2023.0,Zona Sul,17.0,,Ampla Concorrencia,Sem evasão,Cursando,8.0,,2.33
F,1995-08-03,1,Brasileira,RIO DE JANEIRO,Solteiro(a),4.106,tijuca,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,CAN - Cancelamento Geral do curso,2008/1,2.0,2017-08-29,2.0,2017.2,2017.0,2014.2,2014.0,Zona Norte,18.0,21.0,Ampla Concorrencia,CAN - Cancelamento Geral do curso,Evasão,4.0,3.0,7.39
M,1993-10-03,1,Brasileira,RIO DE JANEIRO,Solteiro(a),0.259,iraja,rio de janeiro,Rio de Janeiro,EN - ENEM,JUB - Jubilamento,2008/1,1.0,2013-08-28,1.0,2013.1,2013.0,2011.1,2011.0,Zona Norte,17.0,19.0,Ampla Concorrencia,JUB - Jubilamento,Evasão,0.5,2.0,20.68
F,1995-10-03,1,Brasileira,RIO DE JANEIRO,Solteiro(a),9.0697,cachambi,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,CON - Curso concluído,2008/1,2.0,2023-12-16,2.0,2023.2,2023.0,2019.2,2019.0,Zona Norte,23.0,27.0,Ampla Concorrencia,CON - Curso concluído,Concluído,9.0,4.0,13.03
M,1997-11-03,1,Brasileira,RIO DE JANEIRO,Solteiro(a),8.7317,recreio dos bandeirantes,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,CON - Curso concluído,2008/1,2.0,2022-06-23,2.0,2021.2,2021.0,2016.2,2016.0,Zona Oeste,18.0,23.0,Ampla Concorrencia,CON - Curso concluído,Concluído,8.5,5.0,31.12
M,2000-11-03,1,Brasileira,RIO DE JANEIRO,Solteiro(a),7.756,copacabana,rio de janeiro,Rio de Janeiro,SISU Escola Publica - Indep. de Renda,Sem evasão,2008/1,1.0,,,,,2019.1,2019.0,Zona Sul,18.0,,Cotas,Sem evasão,Cursando,8.0,,2.59
M,2002-11-03,1,Brasileira,RIO DE JANEIRO,Casado(a),8.0,copacabana,rio de janeiro,Rio de Janeiro,SISU Escola Publica - Indep. de Renda,Sem evasão,2023/2,2.0,,,,,2021.2,2021.0,Zona Sul,18.0,,Cotas,Sem evasão,Cursando,8.0,,2.59
F,2003-11-03,1,Brasileira,NITERÓI,Solteiro(a),7.3321,icarai,niteroi,Rio de Janeiro,SISU Escola Publica - Indep. de Renda,Sem evasão,2023/2,1.0,,,,,2022.1,2022.0,Niterói/São Gonçalo,18.0,,Cotas,Sem evasão,Cursando,7.5,,8.44
M,1971-12-03,1,Brasileira,RIO DE JANEIRO,Divorciado(a),4.1319,lins de vasconcelos,rio de janeiro,Rio de Janeiro,EN - ENEM,CAN - Cancelamento Geral do curso,2008/1,1.0,2015-10-22,2.0,2015.2,2015.0,2012.1,2012.0,Zona Norte,40.0,43.0,Ampla Concorrencia,CAN - Cancelamento Geral do curso,Evasão,4.0,3.5,12.73
M,1987-12-03,1,Brasileira,RIO DE JANEIRO,Solteiro(a),3.0121,botafogo,rio de janeiro,Rio de Janeiro,VE - Vestibular,ABA - Abandono do curso,2008/1,2.0,2011-10-05,2.0,2011.2,2011.0,2007.2,2007.0,Zona Sul,19.0,23.0,Ampla Concorrencia,ABA - Abandono do curso,Evasão,3.0,4.0,1.37
M,1998-12-03,1,Brasileira,RIO DE JANEIRO,Solteiro(a),7.6942,santa cruz,rio de janeiro,Rio de Janeiro,"SISU Escola Pública até 1,5 S.M Índio",Sem evasão,2023/2,1.0,,,,,2019.1,2019.0,Zona Oeste,20.0,,Cotas,Sem evasão,Cursando,7.5,,53.03
M,1982-01-04,1,Brasileira,LONDRINA,Solteiro(a),8.3095,maracana,rio de janeiro,Rio de Janeiro,VE - Vestibular,ABA - Abandono do curso,2008/1,2.0,2011-06-29,1.0,2011.1,2011.0,2007.2,2007.0,Zona Norte,25.0,28.0,Ampla Concorrencia,ABA - Abandono do curso,Evasão,8.5,3.5,7.97
F,1990-01-04,1,Brasileira,RIO DE JANEIRO,Solteiro(a),0.8017,tijuca,rio de janeiro,Rio de Janeiro,EN - ENEM,ABA - Abandono do curso,2008/1,2.0,2011-09-29,2.0,2011.2,2011.0,2010.2,2010.0,Zona Norte,20.0,21.0,Ampla Concorrencia,ABA - Abandono do curso,Evasão,1.0,1.0,7.39
M,1995-01-04,1,Brasileira,RIO DE JANEIRO,Solteiro(a),5.4181,todos os santos,rio de janeiro,Rio de Janeiro,EN - ENEM,CON - Curso concluído,2008/1,2.0,2020-10-02,2.0,2019.2,2019.0,2012.2,2012.0,Zona Norte,17.0,24.0,Ampla Concorrencia,CON - Curso concluído,Concluído,5.5,7.0,13.7
F,1989-02-04,1,Brasileira,CORUMBA,Solteiro(a),0.0,tijuca,rio de janeiro,Rio de Janeiro,VE - Vestibular,ABA - Abandono do curso,2008/1,1.0,2008-12-20,2.0,2008.2,2008.0,2008.1,2008.0,Zona Norte,18.0,19.0,Ampla Concorrencia,ABA - Abandono do curso,Evasão,0.0,0.5,7.39
M,1991-02-04,1,Brasileira,RIO DE JANEIRO,Solteiro(a),0.0,rio comprido,rio de janeiro,Rio de Janeiro,SISU Escola Publica - Indep. de Renda,CAN - Cancelamento Geral do curso,2008/1,2.0,2015-10-22,2.0,2015.2,2015.0,2014.2,2014.0,Zona Norte,23.0,24.0,Cotas,CAN - Cancelamento Geral do curso,Evasão,0.0,1.0,5.09
F,1993-02-04,1,Brasileira,RIO DE JANEIRO,Solteiro(a),5.4665,bangu,rio de janeiro,Rio de Janeiro,EN - ENEM,ABA - Abandono do curso,2008/1,2.0,2018-10-18,2.0,2018.2,2018.0,2012.2,2012.0,Zona Oeste,19.0,25.0,Ampla Concorrencia,ABA - Abandono do curso,Evasão,5.5,6.0,31.68
F,1999-02-04,1,Brasileira,VITÓRIA,Solteiro(a),7.4665,tijuca,rio de janeiro,Rio de Janeiro,SISU Escola Publica - Indep. de Renda,CON - Curso concluído,2008/1,2.0,2023-02-11,1.0,2023.1,2023.0,2017.2,2017.0,Zona Norte,18.0,23.0,Cotas,CON - Curso concluído,Concluído,7.5,5.5,7.39
M,1990-04-04,1,Brasileira,RIO DE JANEIRO,Solteiro(a),7.6178,botafogo,rio de janeiro,Rio de Janeiro,VE - Vestibular,CON - Curso concluído,2008/1,1.0,2013-04-20,2.0,2013.2,2013.0,2008.1,2008.0,Zona Sul,17.0,23.0,Ampla Concorrencia,CON - Curso concluído,Concluído,7.5,5.5,1.37
M,1991-04-04,1,Brasileira,RIO DE JANEIRO,Solteiro(a),0.0,bonsucesso,rio de janeiro,Rio de Janeiro,EN - ENEM,ABA - Abandono do curso,2008/1,1.0,2011-06-29,1.0,2011.1,2011.0,2010.1,2010.0,Zona Norte,18.0,19.0,Ampla Concorrencia,ABA - Abandono do curso,Evasão,0.0,1.0,13.11
M,1992-04-04,1,Brasileira,RIO DE JANEIRO,Solteiro(a),2.8685,copacabana,rio de janeiro,Rio de Janeiro,EN - ENEM,ABA - Abandono do curso,2008/1,1.0,2011-07-15,1.0,2011.1,2011.0,2010.1,2010.0,Zona Sul,17.0,18.0,Ampla Concorrencia,ABA - Abandono do curso,Evasão,3.0,1.0,2.59
M,2003-04-04,1,Brasileira,RIO DE JANEIRO,Solteiro(a),8.36,coelho neto,rio de janeiro,Rio de Janeiro,"SISU Escola Pública até 1,5 S.M Preto e Pardo",Sem evasão,2023/2,1.0,,,,,2021.1,2021.0,Zona Norte,17.0,,Cotas,Sem evasão,Cursando,8.5,,23.06
F,1991-05-04,1,Brasileira,RIO DE JANEIRO,Solteiro(a),0.0,ilha do governador,rio de janeiro,Rio de Janeiro,EN - ENEM,JUB - Jubilamento,2008/1,2.0,2013-08-23,1.0,2013.1,2013.0,2012.2,2012.0,Zona Norte,21.0,21.0,Ampla Concorrencia,JUB - Jubilamento,Evasão,0.0,0.5,17.37
M,1993-05-04,1,Brasileira,RIO DE JANEIRO,Solteiro(a),7.1023,flamengo,rio de janeiro,Rio de Janeiro,EN - ENEM,JUB - Jubilamento,2008/1,2.0,2016-06-24,1.0,2016.1,2016.0,2011.2,2011.0,Zona Sul,18.0,22.0,Ampla Concorrencia,JUB - Jubilamento,Evasão,7.0,4.5,2.33
M,1987-06-04,1,Brasileira,RIO DE JANEIRO,Solteiro(a),7.2597,engenho de dentro,rio de janeiro,Rio de Janeiro,VE - Vestibular,CON - Curso concluído,2008/1,2.0,2014-02-19,1.0,2014.1,2014.0,2009.2,2009.0,Zona Norte,22.0,26.0,Ampla Concorrencia,CON - Curso concluído,Concluído,7.5,4.5,14.39
M,2002-06-04,1,Brasileira,RIO DE JANEIRO,Solteiro(a),8.68,iraja,rio de janeiro,Rio de Janeiro,"SISU Escola Pública até 1,5 S.M Preto e Pardo",Sem evasão,2023/2,1.0,,,,,2021.1,2021.0,Zona Norte,18.0,,Cotas,Sem evasão,Cursando,8.5,,20.68
M,1986-07-04,99,Estrangeiro,,Solteiro(a),4.1534,tijuca,rio de janeiro,Rio de Janeiro,VE - Vestibular,JUB - Jubilamento,2008/1,2.0,2013-08-23,1.0,2013.1,2013.0,2007.2,2007.0,Zona Norte,20.0,26.0,Ampla Concorrencia,JUB - Jubilamento,Evasão,4.0,5.51,7.39
M,1989-07-04,1,Brasileira,RIO DE JANEIRO,Solteiro(a),7.5205,olaria,rio de janeiro,Rio de Janeiro,VE - Vestibular,CON - Curso concluído,2008/1,2.0,2012-12-18,2.0,2012.2,2012.0,2007.2,2007.0,Zona Norte,17.0,22.0,Ampla Concorrencia,CON - Curso concluído,Concluído,7.5,5.0,96.6
M,1989-07-04,1,Brasileira,RIO DE JANEIRO,Solteiro(a),5.3666,centro,rio de janeiro,Rio de Janeiro,VE - Vestibular,ABA - Abandono do curso,2008/1,2.0,2012-05-15,1.0,2012.1,2012.0,2008.2,2008.0,Centro,18.0,22.0,Ampla Concorrencia,ABA - Abandono do curso,Evasão,5.5,3.5,23.57
F,1991-07-04,1,Brasileira,RIO DE JANEIRO,Solteiro(a),7.9798,bento ribeiro,rio de janeiro,Rio de Janeiro,VE - Vestibular,CON - Curso concluído,2008/1,2.0,2014-02-27,1.0,2014.1,2014.0,2009.2,2009.0,Zona Norte,17.0,22.0,Ampla Concorrencia,CON - Curso concluído,Concluído,8.0,4.5,22.03
M,1995-07-04,1,Brasileira,RIO DE JANEIRO,Solteiro(a),5.6363,botafogo,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,ABA - Abandono do curso,2008/1,2.0,2018-05-14,1.0,2018.1,2018.0,2014.2,2014.0,Zona Sul,18.0,22.0,Ampla Concorrencia,ABA - Abandono do curso,Evasão,5.5,3.5,1.37
M,2003-07-04,1,Brasileira,RIO DE JANEIRO,Solteiro(a),8.1166,barra da tijuca,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,Sem evasão,2023/2,2.0,,,,,2021.2,2021.0,Zona Oeste,17.0,,Ampla Concorrencia,Sem evasão,Cursando,8.0,,20.93
F,1988-08-04,1,Brasileira,RIO DE JANEIRO,Solteiro(a),6.0319,iraja,rio de janeiro,Rio de Janeiro,VE - Vestibular,CON - Curso concluído,2008/1,2.0,2015-03-17,1.0,2015.1,2015.0,2008.2,2008.0,Zona Norte,19.0,26.0,Ampla Concorrencia,CON - Curso concluído,Concluído,6.0,6.5,20.68
M,1996-08-04,1,Brasileira,RIO DE JANEIRO,Casado(a),9.1601,vila kosmos,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,Sem evasão,2008/1,2.0,,,,,2018.2,2018.0,Zona Norte,21.0,,Ampla Concorrencia,Sem evasão,Cursando,9.0,,17.78
M,1999-08-04,1,Brasileira,RIO DE JANEIRO,Solteiro(a),6.49,iraja,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,Sem evasão,2008/1,2.0,,,,,2019.2,2019.0,Zona Norte,19.0,,Ampla Concorrencia,Sem evasão,Cursando,6.5,,20.68
M,2001-09-04,1,Brasileira,RESENDE,Solteiro(a),9.2155,parque ipiranga,resende,Rio de Janeiro,SISU Ampla Concorrencia,Sem evasão,2023/2,1.0,,,,,2021.1,2021.0,Volta Redonda,19.0,,Ampla Concorrencia,Sem evasão,Cursando,9.0,,
M,1985-10-04,1,Brasileira,RIO DE JANEIRO,Solteiro(a),7.4666,copacabana,rio de janeiro,Rio de Janeiro,VE - Vestibular,ABA - Abandono do curso,2008/1,1.0,2009-04-16,1.0,2009.1,2009.0,2005.1,2005.0,Zona Sul,19.0,23.0,Ampla Concorrencia,ABA - Abandono do curso,Evasão,7.5,4.0,2.59
M,1992-10-04,1,Brasileira,RIO DE JANEIRO,Solteiro(a),5.618,cascadura,rio de janeiro,Rio de Janeiro,EN - ENEM,CON - Curso concluído,2008/1,2.0,2021-07-06,1.0,2020.1,2020.0,2012.2,2012.0,Zona Norte,19.0,27.0,Ampla Concorrencia,CON - Curso concluído,Concluído,5.5,7.5,18.19
M,1998-11-04,1,Brasileira,VILA VELHA,Solteiro(a),7.8066,andaraí,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,CAN - Cancelamento Geral do curso,2008/1,1.0,2019-02-18,1.0,2019.1,2019.0,2016.1,2016.0,Zona Norte,17.0,20.0,Ampla Concorrencia,CAN - Cancelamento Geral do curso,Evasão,8.0,3.0,9.2
F,1983-12-04,1,Brasileira,RIO DE JANEIRO,Solteiro(a),5.2214,anchieta,rio de janeiro,Rio de Janeiro,VE - Vestibular,CAN - Cancelamento Geral do curso,2008/1,1.0,2011-01-27,1.0,2011.1,2011.0,2008.1,2008.0,Zona Norte,24.0,27.0,Ampla Concorrencia,CAN - Cancelamento Geral do curso,Evasão,5.0,3.0,27.79
M,1993-12-04,1,Brasileira,RIO DE JANEIRO,Solteiro(a),1.3038,barra da tijuca,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,JUB - Jubilamento,2008/1,2.0,2014-12-29,2.0,2014.2,2014.0,2013.2,2013.0,Zona Oeste,19.0,20.0,Ampla Concorrencia,JUB - Jubilamento,Evasão,1.5,1.0,20.93
F,1995-01-05,1,Brasileira,RIO DE JANEIRO,Solteiro(a),7.6254,rocha miranda,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,Sem evasão,2008/1,1.0,,,,,2018.1,2018.0,Zona Norte,22.0,,Ampla Concorrencia,Sem evasão,Cursando,7.5,,21.6
M,1998-01-05,1,Brasileira,RIO DE JANEIRO,Solteiro(a),7.3191,tijuca,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,CON - Curso concluído,2008/1,1.0,2023-12-16,2.0,2023.2,2023.0,2018.1,2018.0,Zona Norte,19.0,25.0,Ampla Concorrencia,CON - Curso concluído,Concluído,7.5,5.49,7.39
M,2003-01-05,1,Brasileira,RIO DE JANEIRO,Solteiro(a),9.0833,sao cristovao,rio de janeiro,Rio de Janeiro,SISU Escola Publica - Indep. de Renda,Sem evasão,2023/2,1.0,,,,,2021.1,2021.0,Zona Norte,17.0,,Cotas,Sem evasão,Cursando,9.0,,8.21
M,2003-01-05,1,Brasileira,RIO DE JANEIRO,Solteiro(a),5.2035,taquara,rio de janeiro,Rio de Janeiro,SISU Escola Publica - Indep. de Renda,Sem evasão,2008/1,1.0,,,,,2022.1,2022.0,Zona Oeste,18.0,,Cotas,Sem evasão,Cursando,5.0,,22.51
M,2004-01-05,1,Brasileira,RIO DE JANEIRO,Solteiro(a),6.045,botafogo,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,Sem evasão,2023/2,1.0,,,,,2022.1,2022.0,Zona Sul,17.0,,Ampla Concorrencia,Sem evasão,Cursando,6.0,,1.37
M,1962-02-05,1,Brasileira,RIO DE JANEIRO,Casado(a),8.7527,rio comprido,rio de janeiro,Rio de Janeiro,VE - Vestibular,CON - Curso concluído,2008/1,1.0,2013-08-16,2.0,2013.2,2013.0,2009.1,2009.0,Zona Norte,46.0,51.0,Ampla Concorrencia,CON - Curso concluído,Concluído,9.0,4.5,5.09
M,1992-02-05,1,Brasileira,RIO DE JANEIRO,Solteiro(a),2.2696,ipanema,rio de janeiro,Rio de Janeiro,VE - Vestibular,CAN - Cancelamento Geral do curso,2008/1,2.0,2014-09-24,2.0,2014.2,2014.0,2009.2,2009.0,Zona Sul,17.0,22.0,Ampla Concorrencia,CAN - Cancelamento Geral do curso,Evasão,2.5,5.0,4.83
M,1990-03-05,1,Brasileira,RIO DE JANEIRO,Solteiro(a),6.571,tijuca,rio de janeiro,Rio de Janeiro,VE - Vestibular,CON - Curso concluído,2008/1,1.0,2015-10-27,2.0,2015.2,2015.0,2009.1,2009.0,Zona Norte,18.0,25.0,Ampla Concorrencia,CON - Curso concluído,Concluído,6.5,6.49,7.39
M,1981-04-05,1,Brasileira,RIO DE JANEIRO,Solteiro(a),0.0,desconhecido,desconhecido,Rio de Janeiro,EN - ENEM,ABA - Abandono do curso,2008/1,1.0,2011-09-29,2.0,2011.2,2011.0,2011.1,2011.0,Outros,29.0,30.0,Ampla Concorrencia,ABA - Abandono do curso,Evasão,0.0,0.5,14.68
M,1985-04-05,1,Brasileira,RIO DE JANEIRO,Solteiro(a),7.2305,gavea,rio de janeiro,Rio de Janeiro,EN - ENEM,CON - Curso concluído,2008/1,2.0,2016-02-23,1.0,2016.1,2016.0,2010.2,2010.0,Zona Sul,25.0,30.0,Ampla Concorrencia,CON - Curso concluído,Concluído,7.0,5.5,7.82
M,1991-04-05,1,Brasileira,RIO DE JANEIRO,Solteiro(a),2.1036,freguesia/jacarepagua,rio de janeiro,Rio de Janeiro,EN - ENEM,CAN - Cancelamento Geral do curso,2008/1,2.0,2015-10-22,2.0,2015.2,2015.0,2010.2,2010.0,Outros,19.0,24.0,Ampla Concorrencia,CAN - Cancelamento Geral do curso,Evasão,2.0,5.0,17.93
M,1993-05-05,1,Brasileira,RIO DE JANEIRO,Solteiro(a),7.4382,rocha,rio de janeiro,Rio de Janeiro,EN - ENEM,CON - Curso concluído,2008/1,1.0,2017-02-13,1.0,2017.1,2017.0,2011.1,2011.0,Zona Norte,17.0,23.0,Ampla Concorrencia,CON - Curso concluído,Concluído,7.5,6.0,10.26
M,1994-05-05,1,Brasileira,RIO DE JANEIRO,Solteiro(a),5.9524,botafogo,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,CON - Curso concluído,2008/1,1.0,2021-02-15,1.0,2020.1,2020.0,2013.1,2013.0,Zona Sul,18.0,25.0,Ampla Concorrencia,CON - Curso concluído,Concluído,6.0,7.0,1.37
M,1997-06-05,1,Brasileira,RIO DE JANEIRO,Solteiro(a),6.515,rocha miranda,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,Sem evasão,2008/1,2.0,,,,,2017.2,2017.0,Zona Norte,20.0,,Ampla Concorrencia,Sem evasão,Cursando,6.5,,21.6
M,1982-07-05,1,Brasileira,RIO DE JANEIRO,Casado(a),8.3865,botafogo,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,CON - Curso concluído,2008/1,2.0,2019-04-11,2.0,2018.2,2018.0,2014.2,2014.0,Zona Sul,31.0,35.0,Ampla Concorrencia,CON - Curso concluído,Concluído,8.5,4.0,1.37
M,1984-07-05,1,Brasileira,RIO DE JANEIRO,Solteiro(a),1.0011,botafogo,rio de janeiro,Rio de Janeiro,VE - Vestibular,ABA - Abandono do curso,2008/1,1.0,2011-07-15,1.0,2011.1,2011.0,2007.1,2007.0,Zona Sul,22.0,26.0,Ampla Concorrencia,ABA - Abandono do curso,Evasão,1.0,4.0,1.37
M,1986-07-05,1,Brasileira,RIO DE JANEIRO,Solteiro(a),5.8918,barra da tijuca,rio de janeiro,Rio de Janeiro,EN - ENEM,CON - Curso concluído,2008/1,1.0,2017-08-30,2.0,2017.2,2017.0,2010.1,2010.0,Zona Oeste,23.0,30.0,Ampla Concorrencia,CON - Curso concluído,Concluído,6.0,7.5,20.93
M,1988-07-05,1,Brasileira,RIO DE JANEIRO,Solteiro(a),6.2,realengo,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,CAN - Cancelamento Geral do curso,2008/1,2.0,2018-06-26,1.0,2018.1,2018.0,2017.2,2017.0,Zona Oeste,28.0,29.0,Ampla Concorrencia,CAN - Cancelamento Geral do curso,Evasão,6.0,0.5,28.2
F,1991-07-05,1,Brasileira,RIO DE JANEIRO,Solteiro(a),5.4063,copacabana,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,CON - Curso concluído,2008/1,2.0,2023-02-11,1.0,2023.1,2023.0,2013.2,2013.0,Zona Sul,21.0,31.0,Ampla Concorrencia,CON - Curso concluído,Concluído,5.5,9.5,2.59
M,1998-07-05,1,Brasileira,RIO DE JANEIRO,Solteiro(a),6.8557,recreio dos bandeirantes,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,Sem evasão,2008/1,2.0,,,,,2018.2,2018.0,Zona Oeste,19.0,,Ampla Concorrencia,Sem evasão,Cursando,7.0,,31.12
M,2000-07-05,1,Brasileira,BRASILIA,Solteiro(a),9.2765,copacabana,rio de janeiro,Rio de Janeiro,SISU Ampla Concorrencia,Sem evasão,2023/2,2.0,,,,,2023.2,2023.0,Zona Sul,22.0,,Ampla Concorrencia,Sem evasão,Cursando,9.5,,2.59
M,1986-08-05,1,Brasileira,RIO DE JANEIRO,Solteiro(a),5.4957,meier,rio de janeiro,Rio de Janeiro,VE - Vestibular,CON - Curso concluído,2005/2,2.0,2013-05-17,1.0,2013.1,2013.0,2005.2,2005.0,Zona Norte,18.0,26.0,Ampla Concorrencia,CON - Curso concluído,Concluído,5.5,7.5,12.84
M,1988-08-05,1,Brasileira,RIO DE JANEIRO,Solteiro(a),7.8868,higienopolis,rio de janeiro,Rio de Janeiro,EN - ENEM,CON - Curso concluído,2008/1,1.0,2018-03-23,2.0,2017.2,2017.0,2012.1,2012.0,Zona Norte,23.0,28.0,Ampla Concorrencia,CON - Curso concluído,Concluído,8.0,5.5,13.06
M,1993-08-05,1,Brasileira,RIO DE JANEIRO,Solteiro(a),6.1764,recreio dos bandeirantes,rio de janeiro,Rio de Janeiro,EN - ENEM,CON - Curso concluído,2008/1,2.0,2019-05-20,2.0,2018.2,2018.0,2012.2,2012.0,Zona Oeste,18.0,24.0,Ampla Concorrencia,CON - Curso concluído,Concluído,6.0,6.0,31.12
